API Name,Linux-on-demand,RHEL-on-demand,SLES-on-demand,Windows-on-demand,Windows SQL Web-on-demand,Windows SQL Std-on-demand,Windows SQL Ent-on-demand,Linux SQL Web-on-demand,Linux SQL Std-on-demand,Linux SQL Ent-on-demand,Linux-spot-min,Linux-spot-max,RHEL-spot-min,RHEL-spot-max,SLES-spot-min,SLES-spot-max,Windows-spot-min,Windows-spot-max,Linux-RI-1Y-NUF,RHEL-RI-1Y-NUF,SLES-RI-1Y-NUF,Windows-RI-1Y-NUF,Windows SQL Web-RI-1Y-NUF,Windows SQL Std-RI-1Y-NUF,Windows SQL Ent-RI-1Y-NUF,Linux SQL Web-RI-1Y-NUF,Linux SQL Std-RI-1Y-NUF,Linux SQL Ent-RI-1Y-NUF,Linux-RI-1Y-PUF,RHEL-RI-1Y-PUF,SLES-RI-1Y-PUF,Windows-RI-1Y-PUF,Windows SQL Web-RI-1Y-PUF,Windows SQL Std-RI-1Y-PUF,Windows SQL Ent-RI-1Y-PUF,Linux SQL Web-RI-1Y-PUF,Linux SQL Std-RI-1Y-PUF,Linux SQL Ent-RI-1Y-PUF,Linux-RI-1Y-AUF,RHEL-RI-1Y-AUF,SLES-RI-1Y-AUF,Windows-RI-1Y-AUF,Windows SQL Web-RI-1Y-AUF,Windows SQL Std-RI-1Y-AUF,Windows SQL Ent-RI-1Y-AUF,Linux SQL Web-RI-1Y-AUF,Linux SQL Std-RI-1Y-AUF,Linux SQL Ent-RI-1Y-AUF,Linux-RI-3Y-NUF,RHEL-RI-3Y-NUF,SLES-RI-3Y-NUF,Windows-RI-3Y-NUF,Windows SQL Web-RI-3Y-NUF,Windows SQL Std-RI-3Y-NUF,Windows SQL Ent-RI-3Y-NUF,Linux SQL Web-RI-3Y-NUF,Linux SQL Std-RI-3Y-NUF,Linux SQL Ent-RI-3Y-NUF,Linux-RI-3Y-PUF,RHEL-RI-3Y-PUF,SLES-RI-3Y-PUF,Windows-RI-3Y-PUF,Windows SQL Web-RI-3Y-PUF,Windows SQL Std-RI-3Y-PUF,Windows SQL Ent-RI-3Y-PUF,Linux SQL Web-RI-3Y-PUF,Linux SQL Std-RI-3Y-PUF,Linux SQL Ent-RI-3Y-PUF,Linux-RI-3Y-AUF,RHEL-RI-3Y-AUF,SLES-RI-3Y-AUF,Windows-RI-3Y-AUF,Windows SQL Web-RI-3Y-AUF,Windows SQL Std-RI-3Y-AUF,Windows SQL Ent-RI-3Y-AUF,Linux SQL Web-RI-3Y-AUF,Linux SQL Std-RI-3Y-AUF,Linux SQL Ent-RI-3Y-AUF,Linux-RIC-1Y-NUF,RHEL-RIC-1Y-NUF,SLES-RIC-1Y-NUF,Windows-RIC-1Y-NUF,Windows SQL Web-RIC-1Y-NUF,Windows SQL Std-RIC-1Y-NUF,Windows SQL Ent-RIC-1Y-NUF,Linux SQL Web-RIC-1Y-NUF,Linux SQL Std-RIC-1Y-NUF,Linux SQL Ent-RIC-1Y-NUF,Linux-RIC-1Y-PUF,RHEL-RIC-1Y-PUF,SLES-RIC-1Y-PUF,Windows-RIC-1Y-PUF,Windows SQL Web-RIC-1Y-PUF,Windows SQL Std-RIC-1Y-PUF,Windows SQL Ent-RIC-1Y-PUF,Linux SQL Web-RIC-1Y-PUF,Linux SQL Std-RIC-1Y-PUF,Linux SQL Ent-RIC-1Y-PUF,Linux-RIC-1Y-AUF,RHEL-RIC-1Y-AUF,SLES-RIC-1Y-AUF,Windows-RIC-1Y-AUF,Windows SQL Web-RIC-1Y-AUF,Windows SQL Std-RIC-1Y-AUF,Windows SQL Ent-RIC-1Y-AUF,Linux SQL Web-RIC-1Y-AUF,Linux SQL Std-RIC-1Y-AUF,Linux SQL Ent-RIC-1Y-AUF,Linux-RIC-3Y-NUF,RHEL-RIC-3Y-NUF,SLES-RIC-3Y-NUF,Windows-RIC-3Y-NUF,Windows SQL Web-RIC-3Y-NUF,Windows SQL Std-RIC-3Y-NUF,Windows SQL Ent-RIC-3Y-NUF,Linux SQL Web-RIC-3Y-NUF,Linux SQL Std-RIC-3Y-NUF,Linux SQL Ent-RIC-3Y-NUF,Linux-RIC-3Y-PUF,RHEL-RIC-3Y-PUF,SLES-RIC-3Y-PUF,Windows-RIC-3Y-PUF,Windows SQL Web-RIC-3Y-PUF,Windows SQL Std-RIC-3Y-PUF,Windows SQL Ent-RIC-3Y-PUF,Linux SQL Web-RIC-3Y-PUF,Linux SQL Std-RIC-3Y-PUF,Linux SQL Ent-RIC-3Y-PUF,Linux-RIC-3Y-AUF,RHEL-RIC-3Y-AUF,SLES-RIC-3Y-AUF,Windows-RIC-3Y-AUF,Windows SQL Web-RIC-3Y-AUF,Windows SQL Std-RIC-3Y-AUF,Windows SQL Ent-RIC-3Y-AUF,Linux SQL Web-RIC-3Y-AUF,Linux SQL Std-RIC-3Y-AUF,Linux SQL Ent-RIC-3Y-AUF,Linux SQL Std-RIC-3Y-AUF,Linux SQL Ent-RIC-3Y-AUF
c3.8xlarge,2.117,2.277,2.217,3.813,4.332,8.523,15.589,2.72,6.432,15.612,0.452,0.452,0.582,0.582,0.552,0.552,2.148,2.148,1.568,1.583,1.604,2.926,3.485,6.584,15.061,2.03,5.741,14.921,1.358142,1.515763,1.389233,2.501009,2.978324,5.627315,14.830068,1.96205,5.673758,14.853826,1.330936,1.488584,1.361416,2.451027,2.918721,5.514726,14.802968,1.934932,5.646575,14.826484,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,0.95374,1.110365,0.978134,2.081983,2.442865,5.073338,14.425861,1.560213,5.271997,14.451989,0.896499,1.053577,0.919444,1.957078,2.296309,4.76895,14.368493,1.503272,5.214878,14.394863,1.634,1.796,1.667,3.106,3.67,5.895,15.106,2.243,5.954,15.134,1.556311,1.718361,1.589402,3.028269,3.592347,5.817676,15.028269,2.165534,5.876356,15.056311,1.525457,1.687557,1.558562,2.997489,3.56153,5.786187,14.997489,2.133904,5.845548,15.025457,1.411,1.472,1.447,2.769,3.328,6.427,14.902,1.922,5.633,14.813,1.222035,1.374367,1.246429,2.364903,2.842218,5.491209,14.694146,1.824215,5.535998,14.715991,1.197831,1.350381,1.220776,2.317922,2.785616,5.381621,14.669863,1.800076,5.511682,14.691667,0.552511,unavailable
c3.large,0.132,0.227,0.232,0.238,0.271,0.561,unavailable,0.2,0.612,unavailable,0.0312,0.0345,0.0912,0.0945,0.1312,0.1345,0.1342,0.1342,0.098,0.181,0.134,0.183,0.217,0.433,unavailable,0.156,0.569,unavailable,0.084639,0.176356,0.115731,0.156658,0.185429,0.369945,unavailable,0.152142,0.564306,unavailable,0.082877,0.174886,0.113356,0.153539,0.181735,0.362557,unavailable,0.150457,0.5629,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,0.059472,0.148087,0.083866,0.129218,0.153035,0.333524,unavailable,0.127546,0.539749,unavailable,0.055898,0.144635,0.078805,0.121461,0.143836,0.313508,unavailable,0.123516,0.535921,unavailable,0.102,0.194,0.135,0.194,0.265,0.386,unavailable,0.17,0.582,unavailable,0.09763,0.189635,0.130721,0.189635,0.260137,0.380411,unavailable,0.16442,0.577699,unavailable,0.09532,0.187329,0.128425,0.187329,0.258333,0.378995,unavailable,0.1629,0.575342,unavailable,0.088,0.171,0.124,0.173,0.207,0.423,unavailable,0.15,0.562,unavailable,0.076568,0.164344,0.100962,0.148586,0.177358,0.361874,unavailable,0.143804,0.556006,unavailable,0.074581,0.163166,0.097489,0.145244,0.17344,0.354262,unavailable,0.142085,0.55449,unavailable,2.273973,6.353957
c3.xlarge,0.265,0.325,0.365,0.477,0.542,1.066,1.949,0.332,0.744,1.764,0.0577,0.058,0.1177,0.118,0.1577,0.158,0.2685,0.2685,0.196,0.256,0.232,0.366,0.436,0.824,1.882,0.245,0.658,1.678,0.169393,0.229393,0.200484,0.313087,0.372973,0.704164,1.853712,0.236379,0.649543,1.669589,0.165982,0.224772,0.196461,0.306849,0.365525,0.690068,1.85,0.233447,0.645776,1.665868,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,0.118982,0.178982,0.143376,0.259082,0.305108,0.634653,1.803484,0.186303,0.599505,1.619513,0.111834,0.168227,0.134741,0.243531,0.286796,0.596575,1.795852,0.179452,0.591857,1.611872,0.204,0.264,0.237,0.388,0.459,0.736,1.888,0.272,0.684,1.704,0.19426,0.25426,0.227352,0.378269,0.449772,0.7259,1.878269,0.26205,0.674329,1.69426,0.190639,0.250685,0.223744,0.374658,0.445662,0.721918,1.874658,0.258333,0.670662,1.690639,0.176,0.236,0.212,0.346,0.416,0.804,1.862,0.232,0.644,1.664,0.15225,0.21225,0.176644,0.295944,0.35583,0.687021,1.836227,0.219817,0.631982,1.651989,0.149391,0.208181,0.172298,0.290259,0.348935,0.673478,1.833409,0.216553,0.628957,1.648973,13.41328,37.893265
c4.2xlarge,0.462,0.625,0.562,0.83,1.36,3.083,3.83,0.595,1.42,3.46,0.1279,0.171,0.2579,0.301,0.2279,0.271,0.4866,0.4866,0.315,0.474,0.348,0.683,0.824,2.644,3.683,0.447,1.272,3.312,0.296516,0.45968,0.330607,0.664963,0.880954,2.260023,3.665534,0.43221,1.257653,3.29763,0.291096,0.453311,0.324201,0.659018,0.864041,2.214954,3.659018,0.426484,1.251256,3.291324,0.225,0.383,0.258,0.593,0.734,2.846,3.593,0.36,1.185,3.225,0.207501,0.366333,0.232895,0.570198,0.715991,1.71205,3.575519,0.343613,1.168018,3.207995,0.194597,0.354224,0.221005,0.535997,0.703995,1.609513,3.562595,0.330708,1.155518,3.19551,0.362,0.524,0.395,0.73,0.971,2.983,3.73,0.497,1.322,3.362,0.345489,0.507539,0.37858,0.713507,0.925215,2.965991,3.713507,0.480068,1.305511,3.345489,0.338128,0.500114,0.371233,0.70605,0.907763,2.959132,3.70605,0.473288,1.298059,3.338128,0.258,0.417,0.291,0.626,0.767,2.601,3.626,0.394,1.218,3.258,0.239597,0.397935,0.265991,0.607615,0.748087,2.22253,3.607615,0.374215,1.199581,3.239597,0.234399,0.393113,0.260807,0.602397,0.743417,2.178615,3.602397,0.369635,1.194406,3.234399,7.22968,19.469711
c4.4xlarge,0.924,1.085,1.024,1.66,1.942,5.855,7.66,1.19,2.84,6.92,0.2405,0.315,0.3705,0.445,0.3405,0.415,0.9733,0.9733,0.63,0.786,0.663,1.366,1.648,4.443,7.366,0.895,2.544,6.624,0.592461,0.756196,0.626553,1.329041,1.611023,3.79663,7.329498,0.86442,2.514306,6.59426,0.581164,0.744635,0.614269,1.317009,1.58847,3.721119,7.317123,0.852968,2.502626,6.582648,0.449,0.608,0.482,1.185,1.467,5.691,7.185,0.72,2.369,6.449,0.414002,0.574367,0.440396,1.140282,1.252598,2.868094,7.15,0.686189,2.335998,6.415991,0.389155,0.549734,0.415563,1.071918,1.177816,2.696385,7.125152,0.661454,2.311035,6.391058,0.725,0.887,0.758,1.461,1.743,3.833,7.461,0.995,2.645,6.725,0.689977,0.852027,0.723068,1.426014,1.707995,3.798201,7.426014,0.960251,2.610023,6.689977,0.676256,0.838242,0.709361,1.412215,1.694178,3.784589,7.412215,0.946575,2.596233,6.676256,0.517,0.675,0.55,1.253,1.535,4.357,7.253,0.787,2.437,6.517,0.478193,0.637531,0.504588,1.214192,1.496212,3.722682,7.214192,0.748391,2.398201,6.478193,0.468836,0.627549,0.495244,1.204833,1.486834,3.648402,7.204833,0.739231,2.388851,6.468836,unavailable,unavailable
c4.8xlarge,1.848,2.005,1.948,3.504,4.138,13.12,17.004,2.448,6.16,15.34,0.4864,0.5131,0.6164,0.6431,0.5864,0.6131,2.1306,2.1306,1.26,1.41,1.293,2.916,3.55,8.886,16.416,1.857,5.568,14.748,1.187493,1.350457,1.219584,2.798315,3.104511,7.594146,16.343461,1.797744,5.508452,14.688521,1.163242,1.327169,1.196347,2.742352,3.042352,7.442123,16.319292,1.77363,5.485274,14.665183,0.899,1.057,0.932,2.555,3.189,12.693,16.055,1.507,5.219,14.399,0.829992,0.990358,0.856387,2.280068,2.507272,6.441814,15.985998,1.440205,5.151989,14.331982,0.780213,0.940791,0.806621,2.143265,2.356583,6.055099,15.936187,1.390487,5.102093,14.282078,1.449,1.611,1.482,3.105,3.739,7.667,16.605,2.057,5.769,14.949,1.379954,1.542005,1.413046,3.036037,3.670046,7.597858,16.536037,1.988178,5.7,14.879954,1.352397,1.514384,1.385502,3.008447,3.642352,7.570205,16.508447,1.960845,5.672374,14.852397,1.033,1.192,1.066,2.689,3.323,8.714,16.189,1.642,5.353,14.533,0.956387,1.115763,0.982781,2.612393,2.956615,7.44625,16.112393,1.56561,5.276394,14.456387,0.937671,1.096347,0.964079,2.593645,2.896956,7.296728,16.093645,1.546081,5.257648,14.437671,1.119026,3.159056
c4.large,0.115,0.175,0.215,0.207,0.346,1.334,unavailable,0.183,0.595,unavailable,0.0298,0.0318,0.0898,0.0918,0.1298,0.1318,0.1217,0.1217,0.079,0.139,0.112,0.171,0.242,1.097,unavailable,0.146,0.558,unavailable,0.075443,0.135443,0.107534,0.166991,0.23795,0.93795,unavailable,0.142005,0.554169,unavailable,0.073516,0.133447,0.106621,0.164954,0.235959,0.918721,unavailable,0.140411,0.552854,unavailable,0.056,0.116,0.089,0.148,0.219,1.275,unavailable,0.124,0.536,unavailable,0.051989,0.111989,0.078384,0.142005,0.215002,0.714382,unavailable,0.119817,0.531982,unavailable,0.048896,0.108866,0.075304,0.133486,0.205594,0.671804,unavailable,0.116476,0.528881,unavailable,0.091,0.151,0.124,0.183,0.254,1.31,unavailable,0.158,0.571,unavailable,0.086151,0.146151,0.119242,0.178155,0.249658,1.305626,unavailable,0.153941,0.566105,unavailable,0.084475,0.144521,0.11758,0.176484,0.247489,1.303539,unavailable,0.152169,0.564498,unavailable,0.065,0.125,0.098,0.157,0.228,1.086,unavailable,0.132,0.545,unavailable,0.059909,0.119909,0.086303,0.151913,0.222416,0.928346,unavailable,0.127699,0.539901,unavailable,0.0586,0.118607,0.085008,0.150609,0.221613,0.909627,unavailable,0.126218,0.538623,unavailable,unavailable,unavailable
c4.xlarge,0.231,0.291,0.331,0.415,0.656,1.542,1.915,0.298,0.71,1.73,0.0593,0.0601,0.1193,0.1201,0.1593,0.1601,0.2433,0.2433,0.158,0.218,0.191,0.342,0.413,1.33,1.842,0.224,0.636,1.656,0.147973,0.207973,0.181064,0.331982,0.424986,1.136493,1.831982,0.216105,0.628269,1.648315,0.145091,0.205023,0.178196,0.328995,0.415982,1.113927,1.828995,0.213242,0.625685,1.645662,0.112,0.172,0.145,0.296,0.367,1.423,1.796,0.18,0.592,1.612,0.104017,0.164017,0.130411,0.285884,0.358995,0.861784,1.787988,0.171807,0.584009,1.604017,0.097755,0.157763,0.124163,0.26876,0.353006,0.809703,1.781773,0.165373,0.577778,1.597755,0.181,0.241,0.214,0.365,0.436,1.492,1.865,0.249,0.661,1.681,0.172301,0.232301,0.205393,0.356196,0.427699,1.483781,1.856196,0.240091,0.652256,1.672301,0.169064,0.228995,0.202169,0.353082,0.424087,1.480023,1.853082,0.236644,0.649087,1.669064,0.129,0.189,0.162,0.313,0.384,1.309,1.813,0.197,0.609,1.629,0.119817,0.179817,0.146212,0.303788,0.374291,1.118247,1.803788,0.187607,0.59981,1.619817,0.117199,0.177207,0.143607,0.301218,0.372222,1.095738,1.801218,0.184817,0.597222,1.617199,unavailable,unavailable
c5.12xlarge,2.352,2.482,2.452,4.56,5.371,10.32,22.56,3.163,8.112,20.352,0.7474,0.8444,0.8774,0.9744,0.8474,0.9444,2.9554,2.9554,1.482,1.612,1.515,3.69,4.501,9.45,21.69,2.293,7.242,19.482,1.411594,1.541594,1.444685,3.619589,4.430183,9.379612,21.619589,2.222187,7.171616,19.411594,1.382991,1.513014,1.416096,3.590982,4.402169,9.351027,21.590982,2.194178,7.142922,19.382991,1.016,1.146,1.049,3.224,4.035,8.984,21.224,1.827,6.776,19.016,0.940396,1.070396,0.96679,3.148391,3.959985,8.908414,21.148391,1.751989,6.700419,18.940396,0.884361,1.014346,0.910769,3.092352,3.903539,8.852359,21.092352,1.695548,6.644368,18.884361,1.823,1.953,1.856,4.031,4.843,9.791,22.031,2.635,7.583,19.823,1.736265,1.866265,1.769356,3.94426,4.755854,9.704283,21.94426,2.547858,7.496288,19.736265,1.701826,1.831849,1.734932,3.909817,4.721005,9.669863,21.909817,2.513014,7.461872,19.701826,1.217,1.347,1.25,3.425,4.236,9.185,21.425,2.028,6.977,19.217,1.126356,1.256356,1.15275,3.334352,4.145945,9.094374,21.334352,1.93795,6.886341,19.126356,1.104186,1.23417,1.130594,3.312177,4.123364,9.072184,21.312177,1.915373,6.864193,19.104186,13.539193,38.019216
c5.18xlarge,3.528,3.658,3.628,6.84,8.057,15.48,33.84,4.745,12.168,30.528,1.1237,1.1416,1.2537,1.2716,1.2237,1.2416,4.4332,4.4332,2.223,2.353,2.256,5.535,6.751,14.175,32.535,3.439,10.863,29.223,2.116447,2.246447,2.149539,5.428384,6.645831,14.068361,32.428384,3.333781,10.756425,29.116447,2.074429,2.204452,2.107534,5.386416,6.603311,14.026484,32.386416,3.29121,10.714498,29.074429,1.524,1.654,1.557,4.836,6.053,13.476,31.836,2.741,10.164,28.524,1.411594,1.541594,1.437988,4.723606,5.940015,13.363583,31.723606,2.628003,10.051609,28.411594,1.326522,1.456545,1.35293,4.638546,5.855327,13.278539,31.638546,2.543341,9.966514,28.326522,2.735,2.865,2.768,6.047,7.264,14.687,33.047,3.952,11.375,29.735,2.604397,2.734397,2.637489,5.916447,7.133895,14.556425,32.916447,3.821845,11.244489,29.604397,2.55274,2.682763,2.585845,5.864726,7.081621,14.504795,32.864726,3.769635,11.192808,29.55274,1.825,1.955,1.858,5.137,6.354,13.777,32.137,3.042,10.465,28.825,1.690053,1.820053,1.716447,5.002027,6.218437,13.642043,32.002027,2.906425,10.33003,28.690053,1.656279,1.786263,1.682686,4.968265,6.185084,13.608257,31.968265,2.873059,10.296271,28.656279,5.057648,14.237671
c5.24xlarge,4.704,4.869,4.804,9.12,10.742,20.64,45.12,6.326,16.224,40.704,1.4949,1.512,1.6249,1.642,1.5949,1.612,5.9109,5.9109,2.964,3.126,2.997,7.38,9.002,18.9,43.38,4.586,14.484,38.964,2.822187,2.984237,2.855279,7.238178,8.860365,18.758224,43.238178,4.444374,14.342233,38.822187,2.765982,2.927968,2.799087,7.181963,8.804338,18.701941,43.181963,4.388356,14.285959,38.765982,2.032,2.191,2.065,6.448,8.071,17.968,42.448,3.655,13.552,38.032,1.881791,2.040167,1.908186,6.297782,7.920008,17.81779,42.297782,3.504017,13.401799,37.881791,1.768721,1.927397,1.795129,6.184703,7.807116,17.704718,42.184703,3.391096,13.288699,37.768721,3.647,3.809,3.68,8.063,9.685,19.583,44.063,5.269,15.167,39.647,3.47353,3.63558,3.506621,7.889635,9.511822,19.409566,43.889635,5.095831,14.993575,39.47353,3.403653,3.565753,3.436758,7.819749,9.442123,19.339726,43.819749,5.026142,14.923744,39.403653,2.434,2.592,2.467,6.85,8.472,18.37,42.85,4.056,13.954,38.434,2.253712,2.41205,2.280107,6.669703,8.291928,18.189711,42.669703,3.8759,13.77372,38.253712,2.208371,2.367047,2.234779,6.624353,8.246766,18.144368,42.624353,3.830746,13.728349,38.208371,6.769597,19.009589
c5.2xlarge,0.392,0.522,0.492,0.76,0.895,1.72,3.76,0.527,1.352,3.392,0.1339,0.1417,0.2639,0.2717,0.2339,0.2417,0.4926,0.4926,0.247,0.377,0.28,0.615,0.75,1.575,3.615,0.382,1.207,3.247,0.23558,0.36558,0.268671,0.603598,0.738178,1.563621,3.603598,0.37016,1.195603,3.23558,0.230479,0.360502,0.263584,0.598516,0.733676,1.558447,3.598516,0.365639,1.190525,3.230479,0.169,0.299,0.202,0.537,0.673,1.497,3.537,0.305,1.129,3.169,0.156387,0.286387,0.182781,0.524405,0.659985,1.48439,3.524405,0.292005,1.116409,3.156387,0.147374,0.277397,0.173782,0.515411,0.650609,1.475381,3.515411,0.28261,1.107382,3.147374,0.304,0.434,0.337,0.672,0.807,1.632,3.672,0.439,1.264,3.304,0.289749,0.419749,0.32284,0.657767,0.792347,1.617676,3.657767,0.424329,1.249772,3.289749,0.283676,0.413699,0.316781,0.651598,0.786872,1.611644,3.651598,0.418836,1.243607,3.283676,0.203,0.333,0.236,0.571,0.706,1.531,3.571,0.338,1.163,3.203,0.187912,0.317912,0.214306,0.555892,0.69051,1.515877,3.555892,0.322492,1.147896,3.187912,0.184018,0.314041,0.210426,0.552017,0.687215,1.512024,3.552017,0.319216,1.144026,3.184018,13.997146,38.477131
c5.4xlarge,0.784,0.949,0.884,1.52,1.79,3.44,7.52,1.054,2.704,6.784,0.2491,0.2887,0.3791,0.4187,0.3491,0.3887,0.9851,0.9851,0.494,0.656,0.527,1.23,1.5,3.15,7.23,0.764,2.414,6.494,0.47016,0.63221,0.503251,1.206196,1.476356,3.126242,7.206196,0.740434,2.390205,6.47016,0.460959,0.622945,0.494064,1.197032,1.467352,3.117009,7.197032,0.731393,2.380936,6.460959,0.339,0.497,0.372,1.075,1.345,2.995,7.075,0.609,2.259,6.339,0.313811,0.472149,0.340205,1.04981,1.320008,2.969817,7.04981,0.584009,2.233819,6.313811,0.294787,0.453501,0.321195,1.030784,1.30118,2.950799,7.030784,0.565183,2.214802,6.294787,0.608,0.77,0.641,1.344,1.614,3.264,7.344,0.878,2.528,6.608,0.578384,0.740434,0.611475,1.31442,1.58558,3.234466,7.31442,0.849658,2.498429,6.578384,0.567237,0.729338,0.600342,1.303311,1.57363,3.223288,7.303311,0.837671,2.487329,6.567237,0.406,0.564,0.439,1.142,1.412,3.062,7.142,0.676,2.326,6.406,0.375785,0.534123,0.40218,1.111784,1.381982,3.031791,7.111784,0.645983,2.295793,6.375785,0.368075,0.52675,0.394482,1.104072,1.374467,3.024049,7.104072,0.63847,2.288052,6.368075,unavailable,unavailable
c5.9xlarge,1.764,1.929,1.864,3.42,4.028,7.74,16.92,2.372,6.084,15.264,0.6285,0.6403,0.7585,0.7703,0.7285,0.7403,2.2166,2.2166,1.111,1.273,1.144,2.767,3.376,7.087,16.267,1.72,5.431,14.611,1.058224,1.22016,1.091315,2.714192,3.322416,7.034237,16.214192,1.666447,5.378155,14.558224,1.037215,1.199201,1.07032,2.693265,3.301598,7.013242,16.193265,1.645662,5.357192,14.537215,0.762,0.921,0.795,2.418,3.026,6.738,15.918,1.37,5.082,14.262,0.705816,0.864154,0.73221,2.361784,2.970008,6.681791,15.861784,1.314002,5.025785,14.205816,0.66328,0.821956,0.689688,2.319254,2.927664,6.639269,15.819254,1.271651,4.983257,14.16328,1.368,1.53,1.401,3.024,3.632,7.344,16.524,1.976,5.688,14.868,1.302256,1.464192,1.335347,2.958224,3.566447,7.278269,16.458224,1.910365,5.622187,14.802256,1.27637,1.438356,1.309475,2.93242,3.540753,7.252397,16.43242,1.884817,5.596347,14.77637,0.913,1.071,0.946,2.569,3.177,6.889,16.069,1.521,5.233,14.413,0.845527,1.003865,0.871921,2.501533,3.109718,6.821502,16.001533,1.453712,5.165534,14.345527,0.82812,0.986834,0.854528,2.484132,3.092542,6.804148,15.984132,1.43653,5.148135,14.32812,6.653653,18.893645
c5.large,0.098,0.158,0.154,0.19,0.258,0.67,unavailable,0.166,0.578,unavailable,0.0319,0.0374,0.0919,0.0974,0.0879,0.0934,0.1231,0.1231,0.062,0.122,0.095,0.154,0.221,0.634,unavailable,0.129,0.542,unavailable,0.058452,0.118452,0.091543,0.150457,0.218247,0.630411,unavailable,0.126242,0.538406,unavailable,0.057648,0.11758,0.090753,0.149658,0.217237,0.62968,unavailable,0.125228,0.537671,unavailable,0.042,0.102,0.075,0.134,0.202,0.614,unavailable,0.11,0.522,unavailable,0.039597,0.099597,0.065991,0.131601,0.198391,0.611594,unavailable,0.106387,0.519589,unavailable,0.036834,0.096842,0.063242,0.128843,0.196461,0.608866,unavailable,0.104452,0.516857,unavailable,0.076,0.136,0.109,0.168,0.236,0.648,unavailable,0.144,0.556,unavailable,0.072187,0.132187,0.105279,0.164192,0.231982,0.644146,unavailable,0.139977,0.552142,unavailable,0.07089,0.130936,0.103995,0.1629,0.230479,0.642922,unavailable,0.13847,0.550913,unavailable,0.051,0.111,0.084,0.143,0.21,0.623,unavailable,0.118,0.531,unavailable,0.046478,0.106478,0.072872,0.138482,0.206272,0.618475,unavailable,0.114268,0.52647,unavailable,0.046005,0.106012,0.072412,0.138014,0.205594,0.617998,unavailable,0.113623,0.525989,unavailable,6.666172,18.906164
c5.metal,4.704,4.834,4.804,9.12,10.742,20.64,45.12,6.326,16.224,40.704,1.4949,1.4949,1.6249,1.6249,1.5949,1.5949,5.9109,5.9109,2.964,3.094,2.997,7.38,9.002,18.9,43.38,4.586,14.484,38.964,2.822187,2.952187,2.855279,7.238178,8.860365,18.758224,43.238178,4.444374,14.342233,38.822187,2.765982,2.896005,2.799087,7.181963,8.804338,18.701941,43.181963,4.388356,14.285959,38.765982,2.032,2.162,2.065,6.448,8.071,17.968,42.448,3.655,13.552,38.032,1.881791,2.011791,1.908186,6.297782,7.920008,17.81779,42.297782,3.504017,13.401799,37.881791,1.768721,1.898706,1.795129,6.184703,7.807116,17.704718,42.184703,3.391096,13.288699,37.768721,3.647,3.777,3.68,8.063,9.685,19.583,44.063,5.269,15.167,39.647,3.47353,3.60353,3.506621,7.889635,9.511822,19.409566,43.889635,5.095831,14.993575,39.47353,3.403653,3.533676,3.436758,7.819749,9.442123,19.339726,43.819749,5.026142,14.923744,39.403653,2.434,2.564,2.467,6.85,8.472,18.37,42.85,4.056,13.954,38.434,2.253712,2.383712,2.280107,6.669703,8.291928,18.189711,42.669703,3.8759,13.77372,38.253712,2.208371,2.338356,2.234779,6.624353,8.246766,18.144368,42.624353,3.830746,13.728349,38.208371,unavailable,unavailable
c5.xlarge,0.196,0.291,0.252,0.38,0.448,0.86,1.88,0.264,0.676,1.696,0.0646,0.074,0.1246,0.134,0.1206,0.13,0.2463,0.2463,0.123,0.215,0.156,0.307,0.375,0.787,1.807,0.191,0.603,1.623,0.11779,0.209795,0.150881,0.301799,0.369589,0.781753,1.801799,0.18558,0.597744,1.61779,0.115297,0.207192,0.148402,0.299201,0.366895,0.779224,1.799201,0.182877,0.595205,1.615297,0.085,0.173,0.118,0.269,0.336,0.749,1.769,0.152,0.565,1.585,0.078193,0.167562,0.104588,0.262202,0.329992,0.742195,1.762202,0.145983,0.558186,1.578193,0.073706,0.162405,0.100114,0.257686,0.325304,0.737709,1.757686,0.141286,0.553691,1.573706,0.152,0.244,0.185,0.336,0.404,0.816,1.836,0.22,0.632,1.652,0.144374,0.236379,0.177466,0.328384,0.396174,0.808338,1.828384,0.212164,0.624329,1.644374,0.141781,0.23379,0.174886,0.325799,0.393379,0.805822,1.825799,0.209475,0.621804,1.641781,0.101,0.19,0.134,0.285,0.353,0.765,1.785,0.169,0.581,1.601,0.093956,0.182286,0.12035,0.277965,0.345755,0.757957,1.777965,0.161746,0.573948,1.593956,0.092009,0.180708,0.118417,0.276027,0.343607,0.756012,1.776027,0.159627,0.572032,1.592009,unavailable,unavailable
